; Some pipe(|) separated metadata about the audio chapters included in the corpus.
;
; The meaning of the fields in left-to-right order is as follows:
;
; chapter_id: the ID of the chapter in the LibriVox's database
; reader_id: the ID of the reader in the LibriVox's database
; duration: how many minutes of this chapter are used in the corpus
; subset: the corpus subset to which this chapter is assigned
; project_id: the LibriVox project ID
; book_id: the Project Gutenberg's ID for the book on which the LibriVox project is based
; chapter_title: the title of the chapter on LibriVox
; project_title: the title of the LibriVox project
;
;ID    |READER|MINUTES| SUBSET           | PROJ.|BOOK ID| CH. TITLE | PROJECT TITLE
10347  | 5876 | 11.24 | train-clean-360  | 3204 | 17611 | 21 - Question. 70 - OF THE WORK OF ADORNMENT, AS REGARDS THE FOURTH DAY (THREE ARTICLES) | Summa Theologica - 03 Pars Prima, Angels and the Six Days
10594  | 1970 | 9.22  | train-clean-100  | 3230 | 21904 | He Will Never Forgive | Millionaire Baby
10642  | 7316 | 18.80 | train-clean-360  | 3240 | 4939  | 12 X. The Ballades: Faery Dramas | Chopin: the Man and His Music
10644  | 7155 | 20.03 | train-other-500  | 3240 | 4939  | 14 XII. The Polonaises: Heroic Hymns of Battle | Chopin: the Man and His Music
10673  | 1337 | 8.68  | train-clean-360  | 3241 | 128   | The Story of the First Calendar, Son of a King | Arabian Nights Entertainments
10674  | 1337 | 10.88 | train-clean-360  | 3241 | 128   | The Story of the Second Calendar, Son of a King | Arabian Nights Entertainments
10683  | 3793 | 10.40 | train-other-500  | 3241 | 128   | Sixth Voyage | Arabian Nights Entertainments
10684  | 3793 | 6.32  | train-other-500  | 3241 | 128   | Seventh and Last Voyage | Arabian Nights Entertainments
10687  | 3675 | 8.41  | train-other-500  | 3241 | 128   | The Story of the Barber's Sixth Brother | Arabian Nights Entertainments
10691  | 3244 | 7.55  | train-other-500  | 3241 | 128   | Noureddin and the Fair Persian (Part I) | Arabian Nights Entertainments
10692  | 3244 | 14.40 | train-other-500  | 3241 | 128   | Noureddin and the Fair Persian (Part II) | Arabian Nights Entertainments
10701  | 3979 | 13.01 | train-clean-360  | 3241 | 128   | The Story of the Two Sisters Who Were Jealous of Their Younger Sister (Part II) | Arabian Nights Entertainments
10702  | 3979 | 12.13 | train-clean-360  | 3241 | 128   | The Story of the Two Sisters Who Were Jealous of Their Younger Sister (Part III) | Arabian Nights Entertainments
10766  | 5355 | 14.37 | train-other-500  | 3261 | 26862 | 04 - The Ghost of Captain Brand (part 2) | Howard Pyle's Book of Pirates
10767  | 5355 | 6.21  | train-other-500  | 3261 | 26862 | 05 - The Ghost of Captain Brand (part 3) | Howard Pyle's Book of Pirates
10798  | 4010 | 6.95  | train-clean-360  | 3264 | 9057  | 06 - The Heart with the Treasure | Unspoken Sermons
10801  | 4010 | 8.11  | train-clean-360  | 3264 | 9057  | 09 - The Hands of the Father | Unspoken Sermons
10822  | 4010 | 10.13 | train-clean-360  | 3264 | 9057  | 30 - Kingship | Unspoken Sermons
10919  | 4350 | 2.48  | test-other       | 3273 | 1399  | Book 2 Chapter 01 | Anna Karenina, Book 2
10927  | 4051 | 5.85  | train-clean-100  | 3273 | 1399  | Book 2 Chapter 09 | Anna Karenina, Book 2
10940  | 4352 | 5.86  | train-other-500  | 3273 | 1399  | Book 2 Chapter 22 | Anna Karenina, Book 2
10941  | 4352 | 7.14  | train-other-500  | 3273 | 1399  | Book 2 Chapter 23 | Anna Karenina, Book 2
10944  | 2544 | 8.43  | train-other-500  | 3273 | 1399  | Book 2 Chapter 26 | Anna Karenina, Book 2
10982  | 5271 | 11.44 | train-other-500  | 3274 | 5670  | Chapter 01 | Jacob's Room
10988  | 5489 | 11.42 | train-clean-360  | 3274 | 5670  | Chapter 07 | Jacob's Room
10992  | 6126 | 19.22 | train-other-500  | 3274 | 5670  | Chapter 11 | Jacob's Room
11020  | 2208 | 10.64 | train-other-500  | 3276 | 1709  | Chapter 07 - Marian's Home, Part 1 | New Grub Street
11049  | 4363 | 8.14  | train-clean-360  | 3276 | 1709  | Chapter 30 - Waiting on Destiny | New Grub Street
11057  | 4515 | 10.00 | dev-other        | 3276 | 1709  | Chapter 36 - Jasper's Delicate Case | New Grub Street
11077  | 4054 | 15.16 | train-clean-360  | 3279 | 8995  | Chapter 2: An invitation | What Katy Did Next
11079  | 4138 | 21.69 | train-clean-360  | 3279 | 8995  | Chapter 4: On the "Spartacus" | What Katy Did Next
11081  | 2588 | 9.06  | train-other-500  | 3279 | 8995  | Chapter 6: Across the Channel | What Katy Did Next
11217  | 4051 | 7.02  | train-clean-100  | 3292 | 976   | The Golden Fleece (Part 3) | Tanglewood Tales
11218  | 4051 | 12.27 | train-clean-100  | 3292 | 976   | The Golden Fleece (Part 4) | Tanglewood Tales
11243  | 666  | 19.80 | train-clean-360  | 3298 | 35505 | 13 - The Bazaar | Anna of the Five Towns
11244  | 666  | 4.78  | train-clean-360  | 3298 | 35505 | 14 - End of a Simple Soul | Anna of the Five Towns
11251  | 1492 | 7.15  | train-other-500  | 3299 | 2686  | What Snobs Admire | Book of Snobs
11254  | 4057 | 7.28  | train-clean-360  | 3299 | 2686  | Great City Snobs | Book of Snobs
11258  | 3816 | 7.57  | train-clean-360  | 3299 | 2686  | On Clerical Snobs And Snobbishness | Book of Snobs
11266  | 243  | 7.73  | train-other-500  | 3299 | 2686  | Dinner-Giving Snobs Further Considered | Book of Snobs
11267  | 2506 | 2.81  | dev-other        | 3299 | 2686  | Some Continental Snobs | Book of Snobs
11278  | 2506 | 3.13  | dev-other        | 3299 | 2686  | Snobbium Gatherum | Book of Snobs
11512  | 3994 | 8.04  | train-clean-360  | 3314 | 29255 | The Attack from Space | Astounding Stories 09, September 1930
11515  | 4085 | 6.50  | train-other-500  | 3314 | 29255 | Jetta of the Lowlands, Chapter 1 | Astounding Stories 09, September 1930
11516  | 4085 | 7.37  | train-other-500  | 3314 | 29255 | Jetta of the Lowlands, Chapter 2 | Astounding Stories 09, September 1930
11517  | 4085 | 4.98  | train-other-500  | 3314 | 29255 | Jetta of the Lowlands, Chapter 3 | Astounding Stories 09, September 1930
11528  | 4110 | 10.45 | train-clean-360  | 3314 | 29255 | Marooned Under The Sea, Part 5 | Astounding Stories 09, September 1930
11533  | 4110 | 6.94  | train-clean-360  | 3314 | 29255 | Earth, The Marauder, Chapter 19 | Astounding Stories 09, September 1930
11535  | 4110 | 7.78  | train-clean-360  | 3314 | 29255 | Earth, The Marauder, Chapter 21 | Astounding Stories 09, September 1930
11546  | 4098 | 13.02 | train-clean-360  | 3315 | 27990 | Chapter 3 Part 1: The meeting | Theo
11547  | 4098 | 12.02 | train-clean-360  | 3315 | 27990 | Chapter 3 Part 2: The meeting | Theo
11549  | 4160 | 8.98  | train-clean-100  | 3315 | 27990 | Chapter 4 Part 2: Theo's diary | Theo
11550  | 4160 | 9.25  | train-clean-100  | 3315 | 27990 | Chapter 5: The separation | Theo
11591  | 4443 | 3.01  | train-other-500  | 3318 | 19499 | 02- Symbols of Music Defined | Music Notation and Terminology
11595  | 243  | 2.03  | train-other-500  | 3318 | 19499 | 06- Embellishments | Music Notation and Terminology
11599  | 3235 | 5.39  | train-clean-100  | 3318 | 19499 | 10- Measure | Music Notation and Terminology
11612  | 3630 | 10.84 | train-clean-360  | 3318 | 19499 | 23- Appendix C- Acoustics | Music Notation and Terminology
11613  | 4958 | 16.99 | train-other-500  | 3318 | 19499 | 24- Appendix D- Terminology Reform | Music Notation and Terminology
11691  | 83   | 8.73  | train-clean-100  | 3337 | 27771 | 10 - Chapter 9 - They are Afraid of Udo | Once on a Time
11695  | 3909 | 11.49 | train-other-500  | 3337 | 27771 | 14 - Chapter 13 - "Pink" Rhymes with "Think" | Once on a Time
11701  | 4137 | 11.42 | train-clean-100  | 3337 | 27771 | 20 - Chapter 19 - Udo Behaves Like a Gentleman | Once on a Time
11702  | 4137 | 13.50 | train-clean-100  | 3337 | 27771 | 21 - Chapter 20 - Coronel Knows a Good Story when he Hears it | Once on a Time
11714  | 3664 | 7.39  | train-clean-100  | 3339 | 2741  | 1-02 - The Borgias: Prologue | Celebrated Crimes, Vol. 1
11734  | 4013 | 16.05 | train-clean-360  | 3339 | 2741  | 1-22 - The Borgias: Chapter 12 | Celebrated Crimes, Vol. 1
11963  | 4122 | 9.85  | train-other-500  | 3363 | 4693  | King Charles II. and Nell Gwyn | Famous Affinities of History: The Romance of Devotion
11977  | 4205 | 22.17 | train-other-500  | 3363 | 4693  | Lady Blessington and Count d'Orsay | Famous Affinities of History: The Romance of Devotion
12085  | 4057 | 10.65 | train-clean-360  | 3378 | 21892 | A Night's Work | At the Time Appointed
12103  | 4856 | 10.87 | train-clean-360  | 3378 | 21892 | Forging the Fetters | At the Time Appointed
12118  | 4064 | 8.28  | train-clean-360  | 3378 | 21892 | A Fiend at Bay | At the Time Appointed
12149  | 3885 | 4.43  | train-other-500  | 3380 | 16259 | 02- The Second Surprise: The Strange Adventures of the King's Head | Surprising Adventures of the Magical Monarch of Mo and His People
12155  | 4156 | 8.60  | train-other-500  | 3380 | 16259 | 08- The Eighth Surprise: The Bravery of Prince Jollikin | Surprising Adventures of the Magical Monarch of Mo and His People
12159  | 4156 | 12.21 | train-other-500  | 3380 | 16259 | 12- The Twelth Surprise- The Land of the Civilized Monkeys | Surprising Adventures of the Magical Monarch of Mo and His People
12259  | 4198 | 3.68  | test-other       | 3399 | 8166  | Chapter 1.V.The Discourse of the Drinkers | Gargantua and Pantagruel, Book I
12281  | 4198 | 2.75  | test-other       | 3399 | 8166  | Chapter 1.XXVII.How a monk of Seville saved the close of the abbey from being ransacked by the enemy | Gargantua and Pantagruel, Book I
12292  | 413  | 3.65  | train-other-500  | 3399 | 8166  | Chapter 1.XXXVIII.How Gargantua did eat up six pilgrims in a salad | Gargantua and Pantagruel, Book I
12312  | 254  | 4.37  | train-clean-100  | 3399 | 8166  | Chapter 1.LVIII.A prophetical Riddle | Gargantua and Pantagruel, Book I
12332  | 28   | 25.03 | train-clean-360  | 3401 | 30970 | 01 - The Adventure of the Cantankerous Old Lady | Miss Cayley's Adventures
12337  | 7001 | 30.09 | train-other-500  | 3401 | 30970 | 06 - The Adventure of the Urbane Old Gentleman | Miss Cayley's Adventures
12339  | 6853 | 22.04 | train-other-500  | 3401 | 30970 | 08 - The Adventure of the Pea-Green Patrician | Miss Cayley's Adventures
12351  | 4156 | 9.22  | train-other-500  | 3406 | 14293 | Native Americans | Complete Book of Cheese
12359  | 2911 | 4.20  | train-clean-100  | 3406 | 14293 | "Fit for Drink" | Complete Book of Cheese
12369  | 4042 | 30.02 | train-other-500  | 3406 | 14293 | T to Z | Complete Book of Cheese
12464  | 4659 | 7.19  | train-other-500  | 3413 | 2848  | 09 - Book 2, Ch 01-03 | Antiquities of the Jews, Volume 1
12465  | 4659 | 9.53  | train-other-500  | 3413 | 2848  | 10 - Book 2, Ch 04-05 | Antiquities of the Jews, Volume 1
12471  | 4427 | 6.35  | train-clean-360  | 3413 | 2848  | 16 - Book 3, Ch 01 | Antiquities of the Jews, Volume 1
12472  | 4699 | 10.43 | train-other-500  | 3413 | 2848  | 17 - Book 3, Ch 02-04 | Antiquities of the Jews, Volume 1
12475  | 4034 | 9.63  | train-other-500  | 3413 | 2848  | 20 - Book 3, Ch 09-11 | Antiquities of the Jews, Volume 1
12478  | 4750 | 8.76  | train-other-500  | 3413 | 2848  | 23 - Book 4, Ch 01-02 | Antiquities of the Jews, Volume 1
12526  | 4104 | 9.28  | train-other-500  | 3415 | 29543 | 08 - Trailing through the Mountain Land | Ox-Team Days on the Oregon Trail
12529  | 3830 | 1.07  | train-clean-100  | 3415 | 29543 | 11 - Hunting for Another Home Site | Ox-Team Days on the Oregon Trail
12530  | 3830 | 9.79  | train-clean-100  | 3415 | 29543 | 12 - Cruising About on Puget Sound | Ox-Team Days on the Oregon Trail
12531  | 3830 | 6.44  | train-clean-100  | 3415 | 29543 | 13 - Moving from the Columbia To Puget Sound | Ox-Team Days on the Oregon Trail
12535  | 3830 | 6.71  | train-clean-100  | 3415 | 29543 | 17 - Finding My People | Ox-Team Days on the Oregon Trail
12538  | 4238 | 13.11 | train-clean-360  | 3415 | 29543 | 20 - Making a Permanent Home in the Wilds | Ox-Team Days on the Oregon Trail
12539  | 3003 | 7.48  | train-clean-360  | 3415 | 29543 | 21 - Finding and Losing a Fortune | Ox-Team Days on the Oregon Trail
12544  | 4246 | 8.81  | train-clean-360  | 3415 | 29543 | 26 - Reviving Old Memories of the Trail | Ox-Team Days on the Oregon Trail
12545  | 4246 | 6.80  | train-clean-360  | 3415 | 29543 | 27 - A Bit of Bad Luck | Ox-Team Days on the Oregon Trail
12546  | 4108 | 7.52  | train-clean-360  | 3415 | 29543 | 28 - Driving On to the Capital | Ox-Team Days on the Oregon Trail
12707  | 4226 | 15.11 | train-clean-360  | 3422 | 28452 | 01- Meat Part 1 | American Housewife
12715  | 3521 | 9.45  | train-clean-360  | 3422 | 28452 | 09- Bread & Biscuit | American Housewife
12723  | 4289 | 6.54  | train-clean-360  | 3422 | 28452 | 17- Fritters and Dumplings & Syrups | American Housewife
12731  | 2481 | 6.93  | train-clean-360  | 3422 | 28452 | 25- Common Dyes & Soaps | American Housewife
12761  | 5778 | 10.79 | train-clean-100  | 3423 | 7882  | 24 - Chapter 24 | Life of Kit Carson
12876  | 614  | 7.79  | train-other-500  | 3432 | 15344 | A Brave Rescue | Grace Harlowe's Sophomore Year at High School
12895  | 4238 | 10.98 | train-clean-360  | 3434 | 8859  | 01 - A Frontier Farm | True to the Old Flag
12898  | 4222 | 9.36  | train-clean-360  | 3434 | 8859  | 04 - The Fight at Lexington | True to the Old Flag
12915  | 4063 | 8.63  | train-other-500  | 3434 | 8859  | 21 - The End of the Struggle | True to the Old Flag
12926  | 4152 | 10.84 | train-clean-360  | 3435 | 1482  | 02 - A Portrait from Life | Modeste Mignon
12956  | 243  | 10.33 | train-other-500  | 3436 | 14255 | 01 - On Girls | Hints for Lovers
12971  | 3025 | 25.07 | train-clean-360  | 3439 | 25474 | Part 1 - The City; Ch 1 | Job
13006  | 4297 | 10.12 | train-clean-100  | 3440 | 2158  | Ch 05: "No One Knows Anything About Him" | Prime Minister
13009  | 4297 | 14.92 | train-clean-100  | 3440 | 2158  | Ch 08: The Beginning of a New Career | Prime Minister
13056  | 4681 | 19.11 | train-clean-360  | 3440 | 2158  | Ch 55: Mrs. Parker's Sorrows | Prime Minister
13132  | 4407 | 5.71  | train-other-500  | 3443 | 1079  | Chapter 08-11 | Life and Opinions of Tristram Shandy, Gentleman Vol. 3
13145  | 4407 | 8.56  | train-other-500  | 3443 | 1079  | Chapter 63-66 | Life and Opinions of Tristram Shandy, Gentleman Vol. 3
13146  | 4407 | 7.46  | train-other-500  | 3443 | 1079  | Chapter 67-70 | Life and Opinions of Tristram Shandy, Gentleman Vol. 3
13150  | 2506 | 0.88  | dev-other        | 3443 | 1079  | Chapter 85-88 | Life and Opinions of Tristram Shandy, Gentleman Vol. 3
13164  | 3990 | 9.60  | train-other-500  | 3448 | 16349 | 05 - Wreck Of The Convict Ship Neva, On King's Island | Book of the Bush
13185  | 4860 | 20.58 | train-clean-360  | 3448 | 16349 | 26 - The Isle Of Blasted Hopes | Book of the Bush
13195  | 2544 | 5.32  | train-other-500  | 3448 | 16349 | 36 - Seal Islands And Sealers | Book of the Bush
13247  | 3389 | 5.52  | train-clean-360  | 3466 | 4540  | 03 - Chapter 3 | In His Steps
13248  | 3389 | 5.37  | train-clean-360  | 3466 | 4540  | 04 - Chapter 4 | In His Steps
13250  | 3389 | 7.16  | train-clean-360  | 3466 | 4540  | 06 - Chapter 6 | In His Steps
13256  | 4116 | 10.55 | train-clean-360  | 3466 | 4540  | 12 - Chapter 12 | In His Steps
13259  | 4323 | 3.27  | dev-other        | 3466 | 4540  | 15 - Chapter 15 | In His Steps
13260  | 3947 | 11.62 | train-clean-100  | 3466 | 4540  | 16 - Chapter 16 | In His Steps
13262  | 3947 | 10.81 | train-clean-100  | 3466 | 4540  | 18 - Chapter 18 | In His Steps
13265  | 4116 | 6.34  | train-clean-360  | 3466 | 4540  | 21 - Chapter 21 | In His Steps
13269  | 4278 | 9.04  | train-clean-360  | 3466 | 4540  | 25 - Chapter 25 | In His Steps
13270  | 4278 | 8.50  | train-clean-360  | 3466 | 4540  | 26 - Chapter 26 | In His Steps
13364  | 5724 | 25.01 | train-clean-360  | 3475 | 2351  | 26 - Chapter 26 | John Halifax, Gentleman
13751  | 4077 | 4.55  | test-clean       | 3484 | 5630  | Chapter 02 | Story of 'Mormonism'
13754  | 4077 | 3.59  | test-clean       | 3484 | 5630  | Chapter 05 | Story of 'Mormonism'
13759  | 1614 | 9.59  | train-other-500  | 3488 | 173   | CHAPTER 03 | Insidious Dr. Fu-Manchu
13785  | 1614 | 9.09  | train-other-500  | 3488 | 173   | CHAPTER 29 | Insidious Dr. Fu-Manchu
14013  | 4145 | 7.43  | train-clean-360  | 3499 | 12669 | Chapter 22 | Marriage, volume 1
14124  | 4910 | 6.32  | train-other-500  | 3503 | 4537  | 08 - Attraction and Repulsion | Sylvia's Lovers
14125  | 4910 | 8.04  | train-other-500  | 3503 | 4537  | 09 - The Specksioneer | Sylvia's Lovers
14133  | 5339 | 10.60 | train-clean-100  | 3503 | 4537  | 17 - The Engagement | Sylvia's Lovers
14134  | 5339 | 14.53 | train-clean-100  | 3503 | 4537  | 18 - Rejected Warnings | Sylvia's Lovers
14180  | 4263 | 7.82  | train-other-500  | 3505 | 11128 | 01 - Preface & Chapter 01 - My Learned Brother | Red Thumb Mark
14185  | 4474 | 16.14 | train-other-500  | 3505 | 11128 | 06 - Chapter 06 - Commited For Trial | Red Thumb Mark
14186  | 4474 | 12.81 | train-other-500  | 3505 | 11128 | 07 - Chapter 07 - Shoals and Quicksands | Red Thumb Mark
14187  | 4160 | 6.86  | train-clean-100  | 3505 | 11128 | 08 - Chapter 08 - A Suspicious Accident | Red Thumb Mark
14274  | 3003 | 17.61 | train-clean-360  | 3509 | 6823  | 1871 | Army Letters from an Officer's Wife, 1871-1888
14317  | 4294 | 2.99  | test-other       | 3513 | 4028  | Ch 63-66: | Autobiography of Benvenuto Cellini Vol 2
14356  | 4591 | 11.08 | train-other-500  | 3518 | 4927  | The Battle of Roncesvalles pt 1 | Legends of Charlemagne
14358  | 1401 | 8.85  | train-clean-360  | 3518 | 4927  | Rinaldo and Bayard | Legends of Charlemagne
14486  | 4262 | 11.83 | train-other-500  | 3530 | 2876  | Chapter 04 Pt 1 | Light That Failed
14487  | 4262 | 11.83 | train-other-500  | 3530 | 2876  | Chapter 04 Pt 2 | Light That Failed
14494  | 4411 | 14.21 | train-other-500  | 3530 | 2876  | Chapter 08 Pt 2 | Light That Failed
14497  | 4425 | 17.73 | train-clean-360  | 3530 | 2876  | Chapter 10 | Light That Failed
14501  | 4411 | 12.91 | train-other-500  | 3530 | 2876  | Chapter 13 Pt 2 | Light That Failed
14526  | 4290 | 14.20 | train-clean-360  | 3531 | 12369 | Selections from The History of the United States | Library of the World's Best Literature, Ancient and Modern, volume 1
14564  | 4396 | 25.17 | train-other-500  | 3531 | 12369 | Selections from "Holland and Its People" | Library of the World's Best Literature, Ancient and Modern, volume 1
14653  | 1212 | 8.12  | train-clean-360  | 3538 | 481   | 14 - Chapter 14 | In the Bishop's Carriage
14672  | 3615 | 8.10  | train-clean-360  | 3540 | 10011 | February | 365 Foreign Dishes
14674  | 3615 | 8.69  | train-clean-360  | 3540 | 10011 | April | 365 Foreign Dishes
14677  | 3615 | 8.26  | train-clean-360  | 3540 | 10011 | July | 365 Foreign Dishes
14896  | 4455 | 5.92  | train-other-500  | 3551 | 10991 | Chapter 6 - The Great Dane | Dogs and All About Them
14897  | 4381 | 5.58  | train-clean-360  | 3551 | 10991 | Chapter 7 - The Dalmatian | Dogs and All About Them
14900  | 4310 | 2.96  | train-other-500  | 3551 | 10991 | Chapter 10 - The Chow Chow | Dogs and All About Them
14904  | 4381 | 1.01  | train-clean-360  | 3551 | 10991 | Chapter 14 - The Otterhound | Dogs and All About Them
14905  | 4005 | 6.94  | train-other-500  | 3551 | 10991 | Chapter 15 - The Irish Wolfhound | Dogs and All About Them
14908  | 4310 | 7.34  | train-other-500  | 3551 | 10991 | Chapter 18 - The Greyhound | Dogs and All About Them
14909  | 3290 | 8.51  | train-other-500  | 3551 | 10991 | Chapter 19 - The Whippet | Dogs and All About Them
14911  | 4570 | 3.10  | dev-other        | 3551 | 10991 | Chapter 21 - The Harrier and the Beagle | Dogs and All About Them
14912  | 4447 | 9.64  | train-other-500  | 3551 | 10991 | Chapter 22 - The Pointer | Dogs and All About Them
14919  | 4447 | 9.08  | train-other-500  | 3551 | 10991 | Chapter 28 - The Old Working Terrier | Dogs and All About Them
14929  | 4243 | 8.22  | train-clean-360  | 3551 | 10991 | Chapter 38 - The Scottish Terrier | Dogs and All About Them
14931  | 4447 | 11.42 | train-other-500  | 3551 | 10991 | Chapter 40 - The Dandie Dinmont | Dogs and All About Them
14936  | 4363 | 16.90 | train-clean-360  | 3551 | 10991 | Chapter 45 - The Pekinese and Japanese | Dogs and All About Them
14942  | 4034 | 11.05 | train-other-500  | 3551 | 10991 | Chapter 51 - Some Common Ailments of the Dog and their Treatment; Part 1 | Dogs and All About Them
14958  | 6206 | 12.58 | train-clean-360  | 3552 | 30006 | 06 - Chapter 6 | Cloudy Jewel
14960  | 6206 | 12.54 | train-clean-360  | 3552 | 30006 | 08 - Chapter 8 | Cloudy Jewel
14967  | 6127 | 14.23 | train-other-500  | 3552 | 30006 | 15 - Chapter 15 | Cloudy Jewel
14976  | 6120 | 11.85 | train-clean-360  | 3552 | 30006 | 24 - Chapter 24 | Cloudy Jewel
14986  | 1166 | 10.62 | train-other-500  | 3553 | 7230  | Part 1 Chapter 3 A Harmless Deception | Not George Washington
15045  | 2911 | 6.23  | train-clean-100  | 3560 | 6933  | Intro. pt 01: Native Tribes: Divisions | Jesuits in North America in the 17th Century
15046  | 4701 | 14.43 | train-other-500  | 3560 | 6933  | Intro. pt 02: The Hurons, | Jesuits in North America in the 17th Century
15081  | 4335 | 11.07 | train-clean-360  | 3560 | 6933  | Ch 31: 1650-1652, The Huron Mission Abandoned; | Jesuits in North America in the 17th Century
15082  | 4335 | 10.66 | train-clean-360  | 3560 | 6933  | Ch 32: 1650-1866, The Last of the Hurons | Jesuits in North America in the 17th Century
15084  | 2911 | 3.03  | train-clean-100  | 3560 | 6933  | Ch 34: The End, | Jesuits in North America in the 17th Century
15217  | 4321 | 11.30 | train-other-500  | 3569 | 3795  | 10 - A Heavy Trouble | Under the Lilacs
15220  | 4340 | 21.97 | train-clean-100  | 3569 | 3795  | 13 - Somebody Runs Away | Under the Lilacs
15255  | 167  | 10.85 | train-other-500  | 3570 | 1688  | 17 - Chapter Seventeen - Inefficiency | People of the Abyss
15273  | 4701 | 15.69 | train-other-500  | 3574 | 11953 | Ch 23 The Hundred Years' War--Charles VI and the Dukes of Burgundy pt 04 | Popular History of France from the Earliest Times vol 3
15304  | 4839 | 7.22  | train-clean-360  | 3574 | 11953 | Ch 27 The Wars of Italy--Louis XII (1498-1515) pt 1 | Popular History of France from the Earliest Times vol 3
15305  | 4839 | 7.30  | train-clean-360  | 3574 | 11953 | Ch 27 The Wars of Italy--Louis XII (1498-1515) pt 2 | Popular History of France from the Earliest Times vol 3
15307  | 4839 | 10.55 | train-clean-360  | 3574 | 11953 | Ch 27 The Wars of Italy--Louis XII (1498-1515) pt 4 | Popular History of France from the Earliest Times vol 3
15444  | 1998 | 3.42  | test-other       | 3583 | 19019 | Duty of Pract thru Detect of Poison | Aids to Forensic Medicine and Toxicology
15446  | 688  | 7.52  | train-clean-360  | 3583 | 19019 | Potash - Phosphorous | Aids to Forensic Medicine and Toxicology
15448  | 4305 | 18.60 | train-other-500  | 3583 | 19019 | Gaseous Poisons - Cocaine | Aids to Forensic Medicine and Toxicology
15542  | 4422 | 6.96  | train-other-500  | 3585 | 3437  | One Hundred and Fiftieth Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 03
15556  | 5060 | 9.08  | train-other-500  | 3585 | 3437  | One Hundred and Ninety-third to Ninety-sixth Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 03
15562  | 5060 | 11.79 | train-other-500  | 3585 | 3437  | Two Hundred and Seventeenth to Twentieth Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 03
15563  | 5060 | 9.17  | train-other-500  | 3585 | 3437  | Two Hundred and Twenty-first to Twenty-sixth Night | Book of A Thousand Nights and a Night (Arabian Nights), Volume 03
15663  | 4362 | 25.18 | train-clean-100  | 3592 | 326   | 04 - A Perilous Night on Shasta's Summit | Steep Trails
15664  | 3000 | 8.03  | dev-clean        | 3592 | 326   | 05 - Shasta Rambles and Modoc Memories | Steep Trails
15666  | 4397 | 5.98  | train-clean-100  | 3592 | 326   | 07 - A Great Storm in Utah | Steep Trails
15668  | 4397 | 9.00  | train-clean-100  | 3592 | 326   | 09 - Mormon Lilies | Steep Trails
15678  | 4397 | 10.07 | train-clean-100  | 3592 | 326   | 19 - People and Towns of Puget Sound | Steep Trails
15784  | 5379 | 12.09 | train-other-500  | 3597 | 1000010 | 01 - Part 1, Section 1 | Autobiography of Cockney Tom
15787  | 5688 | 9.30  | train-clean-100  | 3597 | 1000010 | 04 - Part 2, Section 2 | Autobiography of Cockney Tom
15789  | 5038 | 7.07  | train-other-500  | 3597 | 1000010 | 06 - Part 3, Section 1 | Autobiography of Cockney Tom
16000  | 8432 | 5.48  | train-other-500  | 3608 | 135   | Bk 01 Ch 01 | Miserables Vol. 4
16002  | 4490 | 9.23  | train-clean-360  | 3608 | 135   | Bk 01 Ch 03 | Miserables Vol. 4
16003  | 4490 | 10.02 | train-clean-360  | 3608 | 135   | Bk 01 Ch 04 | Miserables Vol. 4
16007  | 4313 | 10.22 | train-other-500  | 3608 | 135   | Bk 02 Ch 02 | Miserables Vol. 4
16011  | 4423 | 1.77  | train-other-500  | 3608 | 135   | Bk 03 Ch 05-06 | Miserables Vol. 4
16012  | 4423 | 12.09 | train-other-500  | 3608 | 135   | Bk 03 Ch 07 | Miserables Vol. 4
16015  | 5082 | 9.81  | train-other-500  | 3608 | 135   | Bk 05 Ch 01-02 | Miserables Vol. 4
16020  | 4490 | 5.76  | train-clean-360  | 3608 | 135   | Bk 06 Ch 03 | Miserables Vol. 4
16021  | 4507 | 8.05  | test-clean       | 3608 | 135   | Bk 07 Ch 01 | Miserables Vol. 4
16024  | 4513 | 7.64  | train-other-500  | 3608 | 135   | Bk 08 Ch 01 | Miserables Vol. 4
16026  | 4680 | 7.65  | train-clean-100  | 3608 | 135   | Bk 08 Ch 04 | Miserables Vol. 4
16038  | 4352 | 7.55  | train-other-500  | 3608 | 135   | Bk 12 Ch 03-04 | Miserables Vol. 4
16041  | 4680 | 8.89  | train-clean-100  | 3608 | 135   | Bk 13 Ch 01-02 | Miserables Vol. 4
16042  | 4680 | 8.60  | train-clean-100  | 3608 | 135   | Bk 13 Ch 03-04 | Miserables Vol. 4
16043  | 4583 | 7.90  | train-other-500  | 3608 | 135   | Bk 14 Ch 01-02 | Miserables Vol. 4
16044  | 4583 | 8.99  | train-other-500  | 3608 | 135   | Bk 14 Ch 03-05 | Miserables Vol. 4
16048  | 4705 | 5.10  | train-other-500  | 3608 | 135   | Bk 15 Ch 04 | Miserables Vol. 4
16187  | 4263 | 6.34  | train-other-500  | 3618 | 30031 | Chapter 01 - Betty | Eye of Dread
16194  | 4263 | 7.28  | train-other-500  | 3618 | 30031 | Chapter 08 - Mary Ballard's Discovery | Eye of Dread
16221  | 4591 | 12.57 | train-other-500  | 3618 | 30031 | Chapter 35 - The Trial | Eye of Dread
